temp_k,intensity_cps
244,16403.0
245,17406.9
246,18284.7
247,19005.6
248,19543.3
249,19878.8
250,20000.8
251,19907.6
252,19606.3
253,19112.6
254,18449.0
255,17642.9
256,16724.5
257,15724.9
258,14674.0
259,13599.3
260,12524.9
261,11470.9
262,10453.3
263,9484.1
264,8571.6
265,7721.2
266,6935.5
267,6214.8
268,5558.1
269,4963.0
270,4426.5
271,3944.8
272,3514.0
273,3130.1
274,2789.2
275,2487.5
276,2221.3
277,1987.3
278,1782.6
279,1604.3
280,1450.0
281,1317.6
282,1205.2
283,1111.1
284,1034.2
285,973.1
286,927.2
287,895.6
288,878.0
289,874.2
290,883.9
291,907.4
292,944.9
293,996.9
294,1063.8
295,1146.5
296,1245.8
297,1362.6
298,1498.0
299,1653.1
300,1829.1
301,2027.0
302,2248.0
303,2493.1
304,2763.1
305,3058.6
306,3379.8
307,3726.5
308,4098.0
309,4493.0
310,4909.3
311,5344.1
312,5793.6
313,6253.1
314,6717.1
315,7178.9
316,7631.4
317,8066.7
318,8476.7
319,8853.1
320,9187.9
321,9473.7
322,9703.9
323,9873.4
324,9978.5
325,10017.1
326,9988.9
327,9895.7
328,9740.5
329,9528.1
330,9264.4
331,8956.1
332,8610.6
333,8235.7
334,7838.7
335,7427.2
336,7007.9
337,6586.9
338,6169.7
339,5760.9
340,5364.5
341,4983.5
342,4620.3
343,4276.8
344,3954.1
345,3653.0
346,3373.8
347,3116.5
348,2881.1
349,2667.1
350,2473.9
351,2301.1
352,2148.0
353,2014.1
354,1898.7
355,1801.5
356,1721.8
357,1659.5
358,1614.2
359,1585.8
360,1574.4
361,1580.0
362,1602.8
363,1643.3
364,1701.9
365,1779.1
366,1875.7
367,1992.6
368,2130.6
369,2290.8
370,2474.2
371,2682.0
372,2915.2
373,3175.1
374,3462.7
375,3779.0
376,4124.8
377,4500.7
378,4907.1
379,5344.0
380,5810.8
381,6306.7
382,6830.1
383,7378.6
384,7949.4
385,8538.5
386,9141.3
387,9752.3
388,10365.2
389,10972.9
390,11567.5
391,12140.9
392,12684.4
393,13189.4
394,13647.4
395,14050.4
396,14391.3
397,14663.8
398,14862.9
399,14985.2
400,15028.9
401,14993.7
402,14881.1
403,14694.1
404,14437.2
405,14116.1
406,13737.4
407,13308.5
408,12837.2
409,12331.5
410,11799.4
411,11248.5
412,10686.1
413,10118.7
414,9552.5
415,8992.7
416,8443.8
417,7909.6
418,7393.2
419,6896.9
420,6422.6
421,5971.5
422,5544.4
423,5141.6
424,4763.2
425,4408.8
426,4078.1
427,3770.2
428,3484.4
429,3219.8
430,2975.4
431,2750.1
432,2543.1
433,2353.1
434,2179.3
435,2020.6
436,1876.1
437,1745.0
438,1626.4
439,1519.5
440,1423.6
441,1338.0
442,1262.1
443,1195.3
444,1137.1
445,1087.0
446,1044.7
447,1009.8
448,981.8
449,960.7
450,946.0
451,937.6
452,935.3
453,939.0
454,948.6
455,963.9
456,985.0
457,1011.7
458,1044.0
459,1082.0
460,1125.6
461,1174.9
462,1229.8
463,1290.4
464,1356.8
465,1428.8
466,1506.6
467,1590.1
468,1679.4
469,1774.3
470,1874.8
471,1980.7
472,2092.0
473,2208.5
474,2329.9
475,2455.9
476,2586.3
477,2720.6
478,2858.3
479,2999.0
480,3142.1
481,3286.9
482,3432.7
483,3578.8
484,3724.3
485,3868.4
486,4010.2
487,4148.8
488,4283.3
489,4412.6
490,4535.9
491,4652.3
492,4760.9
493,4860.9
494,4951.7
495,5032.5
496,5102.8
497,5162.3
498,5210.5
499,5247.4
500,5272.9
501,5287.0
502,5290.0
503,5282.3
504,5264.3
505,5236.6
506,5199.8
507,5154.9
508,5102.5
509,5043.7
510,4979.3
511,4910.5
512,4838.1
513,4763.3
514,4687.1
515,4610.5
516,4534.5
517,4459.9
518,4387.9
519,4319.2
520,4254.7
521,4195.2
522,4141.4
523,4094.0
524,4053.8
525,4021.2
526,3997.0
527,3981.5
528,3975.3
529,3978.9
530,3992.8
531,4017.2
532,4052.7
533,4099.6
534,4158.3
535,4229.0
536,4312.2
537,4408.2
538,4517.3
539,4639.7
540,4775.9
541,4926.2
542,5090.8
543,5270.1
544,5464.3
545,5673.8
546,5898.8
547,6139.7
548,6396.7
549,6670.0
550,6960.0
551,7266.8
552,7590.6
553,7931.7
554,8290.1
555,8666.0
556,9059.4
557,9470.4
558,9898.9
559,10344.8
560,10807.9
561,11288.0
562,11784.9
563,12298.0
564,12826.9
565,13371.0
566,13929.7
567,14502.0
568,15087.2
569,15684.1
570,16291.7
571,16908.5
572,17533.3
573,18164.5
574,18800.5
575,19439.5
576,20079.6
577,20718.7
578,21355.0
579,21986.0
580,22609.6
581,23223.5
582,23825.2
583,24412.3
584,24982.4
585,25533.1
586,26061.9
587,26566.4
588,27044.4
589,27493.5
590,27911.8
591,28297.1
592,28647.6
593,28961.7
594,29237.9
595,29474.8
596,29671.4
597,29826.8
598,29940.4
599,30011.8
600,30040.8
601,30027.5
602,29972.4
603,29875.8
604,29738.7
605,29561.9
606,29346.8
607,29094.7
608,28807.1
609,28485.8
610,28132.5
611,27749.3
612,27338.1
613,26901.1
614,26440.4
615,25958.2
616,25456.7
617,24938.1
618,24404.6
619,23858.2
620,23301.2
621,22735.5
622,22163.1
623,21585.9
624,21005.6
625,20424.0
626,19842.6
627,19262.9
628,18686.3
629,18114.1
630,17547.5
631,16987.5
632,16435.0
633,15891.1
634,15356.4
635,14831.5
636,14317.2
637,13813.9
638,13322.0
639,12841.8
640,12373.8
641,11917.9
642,11474.5
643,11043.7
644,10625.3
645,10219.6
646,9826.3
647,9445.5
648,9077.1
649,8720.8
650,8376.5
651,8044.1
652,7723.2
653,7413.8
654,7115.5
655,6828.1
656,6551.3
657,6284.8
658,6028.4
659,5781.8
660,5544.7
661,5316.7
662,5097.8
663,4887.4
664,4685.4
665,4491.5
666,4305.4
667,4126.8
668,3955.5
669,3791.1
670,3633.5
671,3482.4
672,3337.5
673,3198.7
674,3065.6
675,2938.0
676,2815.8
